[0.00 -> 2.06]  you
[2186.44 -> 2191.44]  If you are, if your honor is attacked,
[2193.56 -> 2195.36]  you know, your family are maligned,
[2195.36 -> 2200.16]  they're viciously accused of heinous crimes,
[2200.16 -> 2202.04]  how to react?
[2202.04 -> 2204.74]  So yes, that's one of the reasons, definitely.
[2204.74 -> 2205.76]  Why else though?
[2205.76 -> 2206.60]  But they're not...
[2206.60 -> 2208.40]  So remember we said if Allah Subh'anaHu Wa Ta-A'la,
[2208.40 -> 2212.32]  when He wants to force mercy onto somebody
[2212.32 -> 2215.04]  by forgiving their sins through a...
[2215.04 -> 2217.44]  And sins that they don't even remember.
[2217.44 -> 2220.16]  They're not even intending to repent.
[2220.16 -> 2221.00]  But Allah Subh'anaHu Wa Ta-A'la,
[2221.00 -> 2223.48]  He wants to remove those sins and elevate their station.
[2223.48 -> 2225.48]  So prophets don't have sins.
[2225.48 -> 2227.72]  So why are they then to tell them yes.
[2229.72 -> 2230.24]  No.
[2230.24 -> 2235.00]  So to elevate them, to continue to raise them,
[2235.00 -> 2237.76]  to continue to raise them, you might say, well,
[2237.76 -> 2240.36]  don't they all have a high station anyway?
[2240.36 -> 2241.68]  Yeah, they do.
[2241.68 -> 2246.88]  But if you want a promotion at work and you're already top,
[2246.88 -> 2250.12]  you have to put yourself through something,
[2250.12 -> 2252.56]  through exams that are so difficult.
[2252.56 -> 2257.32]  like one in a thousand, one in 10,000 people pass
[2257.32 -> 2262.32]  to really stand above the rest, stand out, yes?
[2265.46 -> 2268.76]  The military, don't they all do the same thing?
[2268.76 -> 2271.18]  Well, yeah, essentially they do the same thing,
[2271.18 -> 2273.32]  but aren't they elite forces?
[2274.22 -> 2276.76]  Those elite forces, how'd they become elite forces?
[2276.76 -> 2280.90]  Because they went through the harshest
[2280.90 -> 2283.82]  and strictest training.
[2284.90 -> 2288.50]  And the drop out rate is so high.
[2288.50 -> 2291.02]  So those are, now obviously the prophets,
[2291.02 -> 2293.18]  none of them failed their tests
[2293.18 -> 2294.30]  because that's Allah's mercy.
[2294.30 -> 2296.10]  He tests you with what you can bear,
[2297.50 -> 2299.38]  knowing that it will elevate you.
[2299.38 -> 2301.64]  Nobody is tested with something they can't bear
[2301.64 -> 2302.70]  because Allah Subh'anaHu Ta-A'la,
[2302.70 -> 2305.10]  He said, this is unequivocal guys,
[2305.10 -> 2308.46]  laa yukallifullahu nafsan illa wasaha
[2308.46 -> 2312.94]  Allah does not burden a soul and a test is a burden.
[2312.94 -> 2316.34]  Allah does not burden a soul more than it can bear,
[2316.34 -> 2317.78]  more than it can handle.
[2317.78 -> 2319.90]  That means every test you're going through,
[2319.90 -> 2320.82]  you can take it.
[2323.54 -> 2325.14]  Allah knows that you can take it.
[2325.14 -> 2327.46]  You need to learn though that you can take it.
[2328.34 -> 2329.98]  And if you don't want to,
[2329.98 -> 2331.74]  it's like saying you've got it in you, you've got it in you,
[2331.74 -> 2334.10]  you've got that 40th push up, I never get to it.
[2334.10 -> 2336.54]  But you've got that and then what?
[2336.54 -> 2337.78]  And you say, no, no, no.
[2337.78 -> 2341.62]  I can't, I can't, but you can, you just need to keep pushing.
[2341.62 -> 2342.78]  Yes?
[2342.78 -> 2344.18]  So the profits are elevated.
[2344.18 -> 2347.50]  Then lonely people like myself with many sins,
[2347.50 -> 2351.86]  it's to remove our sins, to expiate them
[2351.86 -> 2354.54]  so that we can be pure in the sight of Allah
[2354.54 -> 2356.74]  because there's purification in this world.
[2357.98 -> 2359.78]  When we talk about the course of purification,
[2359.78 -> 2361.50]  you know, you're gonna be purified
[2361.50 -> 2363.58]  whether you like it or not.
[2363.58 -> 2366.66]  You're gonna be purified, get this,
[2366.66 -> 2368.70]  Let this, you know, register.
[2368.70 -> 2371.38]  You are gonna be purified whether you like it or not,
[2371.38 -> 2373.00]  every single human being.
[2373.00 -> 2374.62]  You can be purified in the dunya
[2374.62 -> 2376.96]  or you can be purified in the akhira.
[2376.96 -> 2378.90]  Because why the Muslims go to hell fire?
[2378.90 -> 2380.46]  Why the people who believe in Allah subhanahu wa ta'ala
[2380.46 -> 2381.30]  go to hell fire?
[2381.30 -> 2384.42]  To be purified for the sins that they did not seek
[2384.42 -> 2385.58]  forgiveness from Allah subhanahu wa ta'ala
[2385.58 -> 2386.42]  for having committed.
[2386.42 -> 2388.22]  They died without taubah.
[2388.22 -> 2390.78]  Because you can't go into jannah with those sins.
[2390.78 -> 2393.22]  Unless Allah subhanahu wa ta'ala on the day of judgment
[2393.22 -> 2394.98]  forgives you for them,
[2394.98 -> 2400.22]  There is not punishment, but there is purification even in the hellfire.
[2400.22 -> 2405.74]  Because if you go with that corruption into hellfire, sorry, into Jannah,
[2405.74 -> 2407.46]  you corrupt Jannah.
[2407.46 -> 2408.82]  So you're going to be ruined.
[2408.82 -> 2412.30]  And then you will also be purified in this dunya.
[2412.30 -> 2415.26]  If you're not purified in this dunya, you're purified in the akhirah.
[2415.26 -> 2416.86]  So you're purified in this dunya.
[2416.86 -> 2420.34]  You should purify on your own terms then.
[2420.34 -> 2422.62]  Meaning realize, I'm going to be purified,
[2422.62 -> 2425.14]  So I better learn how to deal with it.
[2425.14 -> 2426.26]  I better learn how to deal.
[2426.26 -> 2428.74]  So when we say the cause of self purification,
[2428.74 -> 2431.38]  all that means is learning how to deal
[2431.38 -> 2434.02]  with what everybody's gonna be faced with anyway.
[2435.90 -> 2440.26]  Just equip yourself, arm yourself against the shaitaan.
[2440.26 -> 2444.46]  Everybody is going to be bombarded by the shaitaan
[2444.46 -> 2447.22]  and by the whims and the evils of the nafs.
[2447.22 -> 2452.22]  Everyone, just learn how to tool up against it.
[2452.62 -> 2455.84]  against the shaitan, against the evil of the nafs,
[2455.84 -> 2458.64]  how to turn the nafs from a foe to a friend,
[2458.64 -> 2461.68]  and how to always remember that the shaitan is your foe
[2461.68 -> 2463.36]  and he'll never be your friend,
[2463.36 -> 2465.34]  and how to fortify yourself.
[2465.34 -> 2466.52]  But he's not gonna disappear,
[2466.52 -> 2468.24]  your nafs is not gonna disappear.
[2469.16 -> 2474.16]  How to deal with people, how to deal with people, right?
[2474.68 -> 2476.12]  Because people are not gonna disappear either,
[2476.12 -> 2478.50]  you're not gonna go and live on Mars.
[2478.50 -> 2480.52]  As much as they say, oh, you're gonna live on Mars,
[2480.52 -> 2481.92]  people are gonna move colonies,
[2481.92 -> 2485.08]  colonies so people don't want to go alone they still want to take others
[2485.08 -> 2491.20]  with them so you're still going to be tested even if you go to Mars yes and so
[2491.20 -> 2495.96]  and so we said the people with sins Allah subhanahu wa ta'ala forgives them
[2495.96 -> 2501.56]  through and then there are people who yes then there are people as we said
[2501.56 -> 2507.20]  last week the people who it appears that it's punishment because it is relative
[2507.20 -> 2513.80]  punishment that you see even for them that is not absolute punishment Allah
[2513.80 -> 2519.00]  punish these people you should have seen it Allah still wants to wake them up and
[2519.00 -> 2526.36]  remind them of his power of their end of the consequences of their actions it's
[2526.36 -> 2532.76]  still mercy for the kafir munafiq fasiq call him what you want Allah
[2532.76 -> 2538.36]  Allah subhanahu wa ta'ala still loves khayr for them because Allah subhanahu wa ta'ala we need to
[2539.24 -> 2544.20]  we need to understand Allah from what Allah has said. He said in surat al-nisaat
[2545.88 -> 2549.16]  what will Allah do with your punishment? You think Allah benefits from punishing us?
[2550.44 -> 2553.56]  No Allah subhanahu wa ta'ala doesn't benefit from punishing us because he didn't create us to
[2553.56 -> 2561.48]  punish us but it's us we punish ourselves like we said last week if in a just society right
[2561.48 -> 2566.36]  A criminal is put in prison. You can't say the government put me in prison. You put yourself in prison
[2567.60 -> 2569.60]  Now Allah subhanahu wa ta'ala
[2570.04 -> 2575.64]  He put us on earth for us to establish justice within our capacity within our means
[2575.64 -> 2581.52]  But on the day of judgment, there's absolute justice. That means if anybody's punished, they've punished themselves
[2582.96 -> 2584.80]  Now yesterday
[2584.80 -> 2591.20]  Our sheikh sheikh Ahmed Dabbagh Hafiz Allah. He was asked a question and that was
[2591.48 -> 2602.00]  if Allah has commanded us that if we love somebody we have to be good to them and
[2602.00 -> 2607.68]  yet Allah has also told us that if he loves somebody he tests them and puts
[2607.68 -> 2614.36]  them under difficulty so how do we square that now who can answer that based
[2614.36 -> 2622.86]  on only what we've said you don't need to quote something else shouldn't be a
[2622.86 -> 2632.84]  riddle now anybody well like we have geniuses amongst us by the way on actual
[2632.84 -> 2640.64]  geniuses best GCSEs best a levels best degrees best jobs tell you I don't want
[2640.64 -> 2646.56]  point anyone out we definitely won't insist us so we're commanded to be good
[2646.56 -> 2652.92]  to people to be good to people if we love them yes but a lot if you love
[2652.92 -> 2656.52]  somebody he puts some under difficulty in hardship how do we square that
[2656.52 -> 2659.20]  condon you
[2665.16 -> 2670.24]  so that that's right that nobody can say unequivocally that Allah loves this
[2670.24 -> 2674.88]  person or Allah loves me because even if Allah subhanahu wa ta'ala loves somebody it could be
[2674.88 -> 2679.60]  temporary yes but there are signs that Allah subhanahu wa ta'ala loves somebody there are
[2679.60 -> 2684.80]  signs there are signs to everything taqwa is hidden but there are signs to taqwa yes oh yes
[2684.80 -> 2685.80]  Yes, Tani?
[2685.80 -> 2695.80]  As humans, we don't have the knowledge that if we know, we think a punishment would have a positive effect.
[2695.80 -> 2698.80]  We don't know where the positive effect is.
[2698.80 -> 2699.80]  Right.
[2699.80 -> 2702.80]  Or where it is.
[2702.80 -> 2703.80]  Yes.
[2703.80 -> 2707.80]  So we've actually answered it already.
[2707.80 -> 2709.80]  So we already answered it.
[2709.80 -> 2717.70]  That this is, that's due to the wrong perception of Allah subhanahu wa ta'ala and of that hardship.
[2717.70 -> 2723.70]  The hardship they are perceiving it, the questioner perceives the hardship to be evil.
[2723.70 -> 2727.30]  But didn't we say pulling out that rotten tooth is not evil?
[2727.30 -> 2735.00]  Didn't we say pulling that person from the collar and even maybe dislocating a vertebrae to save his life is not evil?
[2735.00 -> 2738.50]  Didn't we say operating on somebody, that's not evil? Yes?
[2738.50 -> 2745.86]  So, let's say for example, so the Shaykh, may Allah protect him, he answered and he said that,
[2745.86 -> 2755.54]  imagine, imagine you have, you're offered a million years, a million years of ease, yes?
[2755.54 -> 2757.34]  A million years of ease.
[2757.34 -> 2763.74]  And for that million years of ease, you need to bear the hardship of one day.
[2763.74 -> 2767.26]  You need to bear the hardship of one day.
[2767.26 -> 2771.62]  Wouldn't it make sense that you bear that hardship of one day for that million years of ease?
[2771.62 -> 2777.34]  But if you say to somebody like a child, I'll just let them play. It's okay. Kids will be kids
[2777.78 -> 2782.34]  Yes, and then the kid becomes 20 and 30 years old and he can't shut tie his shoelaces
[2783.14 -> 2784.78]  Yes
[2784.78 -> 2788.54]  Wallahi, I'm not exaggerating wallahi. I'm not exaggerating. Yes
[2789.16 -> 2794.26]  Then what have you done for that was that mercy wallah you did a disservice to your child
[2794.26 -> 2800.34]  so what we that hardship that pain that people perceive it to be just eat that's
[2800.34 -> 2804.50]  the problem they perceive in it to be evil it's not so yes all those partners
[2804.50 -> 2810.46]  command us to be good but he is the best nobody can nobody is better with his
[2810.46 -> 2814.90]  servants than Allah subhana wa ta'ala and that's the way to that's the way to
[2814.90 -> 2818.82]  give them what is best that's the way to give them what is best like when you see
[2818.82 -> 2824.28]  a parent who appears to be hard on his children obviously not you know
[2824.28 -> 2827.40]  torturing or doing anything that is against the Sunnah but appears to be
[2827.40 -> 2833.28]  hard firm on his children he's so she's so she's so difficult on her kids you
[2833.28 -> 2838.16]  know certain Southeast Asian country you know their their their mums are tiger
[2838.16 -> 2842.92]  mums you've heard of tiger mums right you haven't heard of tiger mums okay
[2842.92 -> 2847.60]  well the tiger mum is the one who's on her child's back the whole time piano and
[2847.60 -> 2852.82]  badminton and class and every type of club you can imagine why so that child
[2852.82 -> 2858.00]  can be successful afterwards yes so Allah subhana wa ta'ala obviously they go
[2858.00 -> 2862.56]  overboard that's why they call them tigers right because they're vicious so
[2862.56 -> 2868.36]  Allah subhana wa ta'ala nobody is more merciful with us than Allah subhana wa ta'ala
[2868.36 -> 2872.92]  that's why we started by speaking about mercy because all the hardship that
[2872.92 -> 2877.44]  you're going through it is a mercy from Allah subhana wa ta'ala and and that's
[2877.44 -> 2881.84]  the thing if you're looking at it in the moment you think this isn't fair why am I going through
[2881.84 -> 2888.32]  all this pain why is for the ease afterwards so we'll close there inshallah we ask allah
[2888.32 -> 2896.32]  subhanahu wa ta'ala to give us that give us that foresight to be able to see beyond the the
[2896.32 -> 2901.52]  difficulty or the hardship or the the discomfort that we're feeling in the moment and see the
[2901.52 -> 2906.24]  comfort and the ease and the pleasure and the delights that are awaiting us afterwards and we
[2906.24 -> 2915.76]  We ask Allah subhanahu wa ta'ala to continue to bless us with his mercy and to envelop us in his mercy in this dunya and the akhirah
[2915.76 -> 2918.84]  as nobody enters paradise through his deeds by the way.
[2918.84 -> 2923.56]  The Rasul sallallahu alaihi wa sallam said none of you will enter paradise through their good deeds.
[2923.56 -> 2929.96]  They said, so the companions thought maybe because our deeds aren't complete, are deficient.
[2929.96 -> 2933.76]  Rasulullah sallallahu alaihi wa sallam, he's a prophet, his deeds will surely take him to paradise.
[2933.76 -> 2938.92]  said that and you're a messenger of Allah? He said not even me. Except if Allah
[2938.92 -> 2945.68]  were to envelop me in his mercy. So for you to be enveloped in that mercy of
[2945.68 -> 2951.40]  Allah subhanahu wa ta'ala yes that's that's through taqwa that you make Allah
[2951.40 -> 2955.32]  subhanahu wa ta'ala your your priority you give preference to the command of Allah
[2955.32 -> 2958.68]  and preference to the Sunnah of the Rasul Sallallahu alaihi wa sallam you have compassion and
[2958.68 -> 2963.04]  mercy upon the creation you give the creation more than they deserve yes and
[2963.04 -> 2967.42]  And you do all of that whilst in the presence of Allah subhanahu wa ta'ala, always conscious
[2967.42 -> 2971.04]  and vigilant that Allah subhanahu wa ta'ala is with me and seeing me and hearing me.
[2971.04 -> 2974.92]  Subhana rabbika rabbil izzati amma yasifoon wa salaamun ala almursaleena walhamdulillahi
[2974.92 -> 2975.92]  rabbil hamd.
[2975.92 -> 2982.00]  We have time now for questions so please do ask, especially if it's related to the topic.
[2993.04 -> 3009.44]  So, there's any question before we move on to the next section, insha'Allah.
[3009.44 -> 3016.48]  So today, Brother Abdullah is not with us, he's unwell, may Allah grant him shifa'a
[3016.48 -> 3026.16]  Allah will grant him complete and full recovery and a hasty one, inshaAllah, and all those
[3026.16 -> 3030.68]  who are sick and unwell, Allahumma ameen.
[3030.68 -> 3036.40]  And we'll move on now inshaAllah then to the session of dhikr.
[3036.40 -> 3038.56]  And this dhikr is a group dhikr.
[3038.56 -> 3045.64]  We have some newcomers with us today and so we'll remind one another of this form of dhikr.
[3045.64 -> 3051.32]  form of dhikr is one where it's done in a group and done out loud and done in
[3051.32 -> 3058.16]  unison done in unison yes like any like a choir we're telling you every week we
[3058.16 -> 3064.28]  are serenaded by that choir next door all right so when they said now we're
[3064.28 -> 3067.84]  gonna brother than I also we're gonna play a nasheed to get into the mindset I
[3067.84 -> 3071.84]  thought I was worried some people might think that music next door is what we is
[3071.84 -> 3074.12]  is what we listen to, no it definitely isn't.
[3074.12 -> 3078.20]  So the Rasul Sallallahu Alaihi Wasallam,
[3078.20 -> 3080.26]  he passed by a group of companions
[3080.26 -> 3083.88]  who were sat down remembering Allah together.
[3083.88 -> 3086.28]  And so he said, what has gathered you?
[3086.28 -> 3088.92]  And they said, we have gathered to remember Allah
[3088.92 -> 3090.40]  and to thank him for his blessings
[3090.40 -> 3093.20]  and having guided us to Islam and to exalt him
[3093.20 -> 3094.44]  and to ask him for paradise
[3094.44 -> 3096.52]  and to seek refuge from the hell fire.
[3096.52 -> 3097.96]  And so the Rasul Sallallahu Alaihi Wasallam,
[3097.96 -> 3101.48]  he said, by Allah has nothing gathered you except that.
[3101.48 -> 3104.24]  and they said, nothing, nothing has brought us together.
[3104.24 -> 3107.08]  We don't want to sit down and chill or talk
[3107.08 -> 3110.44]  or to exchange business advice or anything.
[3110.44 -> 3113.52]  We just want to do this.
[3113.52 -> 3116.08]  And so he said, Allah has informed me
[3116.08 -> 3118.96]  from above seven heavens that he is pleased with you
[3118.96 -> 3122.28]  and he has forgiven you, and he has forgiven you.
[3122.28 -> 3124.88]  And the group dhikr, group dhikr,
[3124.88 -> 3128.72]  Allah subhanahu wa ta'ala has commanded us to perform.
[3128.72 -> 3135.60]  You see, this is one of the things that we overlook and we don't think about.
[3135.60 -> 3139.00]  Allah subhanahu wa ta'ala, when He has commanded us to do dhikr,
[3139.00 -> 3146.24]  He has only ever commanded us as groups in the plural sense, in the plural, always.
[3146.24 -> 3149.00]  وَذْكُرُوا اللَّهَ كَثِيرًا لَعَلَّكُمْ تُفْلَوْونَ
[3149.00 -> 3152.08]  يَا أَيُّهَا الَّذِينَ آمَنُوا وَذْكُرُوا اللَّهَ ذِكْرًا كَثِيرًا
[3152.08 -> 3156.76]  Oh, you who have believed, you as a group, remember Allah as a group.
[3156.76 -> 3162.08]  اذكر الله ذكرًا remember Allah with much with much remembrance and the
[3162.08 -> 3167.48]  dhikr of Allah subhanahu wa ta'ala is unrestricted because Allah said much
[3167.48 -> 3172.08]  dhikr so any dhikr anything in which you mention Allah subhanahu wa ta'ala's name
[3172.08 -> 3175.60]  this is dhikr of Allah from the Quran from a from a hadith of the Rasul
[3175.60 -> 3180.60]  sallallahu alaihi wasallam meaning the masnoon adhkar yes or any dhikr even of
[3180.60 -> 3186.12]  your own construction where you praise where you glorify where you magnify
[3186.12 -> 3192.84]  Allah subhanahu wa ta'ala and all the companions had their own dhikr that they used to say yes
[3192.84 -> 3200.44]  and these gatherings these gatherings the angels descend upon them and mercy and tranquility from
[3200.44 -> 3207.56]  Allah subhanahu wa ta'ala envelops those who are present so much so so much so that when Allah says
[3207.56 -> 3214.44]  to the angels I bear witness my angels that I have forgiven these people they'll say but there was
[3214.44 -> 3219.88]  somebody he wasn't with them he wasn't of them meaning he's just passing by he
[3219.88 -> 3225.32]  popped his head in what these guys doing in here he said him too because those
[3225.32 -> 3232.88]  are the people even anyone who passes by he's not deprived such is the blessing
[3232.88 -> 3240.24]  of of the gatherings in which Allah s.w.t. his name is uttered is and so we
[3240.24 -> 3249.24]  We should not overlook this, we should not belittle these gatherings either.
[3249.24 -> 3253.24]  Oh, these guys get around and they do dhikr, there is nothing better to get around and do.
[3253.24 -> 3255.24]  What do you want us to get around and do?
[3255.24 -> 3258.24]  We eat all the time, Alhamdulillah.
[3258.24 -> 3262.24]  You want us to talk movies?
[3262.24 -> 3264.24]  To talk about football?
[3264.24 -> 3267.24]  I know some people are going to talk about football afterwards.
[3267.24 -> 3274.84]  So there's no better reason to get together than to remember Allah subhanahu wa ta'ala and so just some basic etiquettes
[3275.88 -> 3279.64]  That is when we when the dhikr is utter is
[3280.68 -> 3283.22]  Said that you raise your voices
[3283.22 -> 3289.84]  But not so loud that it then drowns out the voice of the person next to you or disturbs the person next to you and do
[3289.84 -> 3291.68]  it in in
[3291.68 -> 3296.80]  The same time as the as the lead the person lead in the dick if you don't know the dick
[3296.80 -> 3302.10]  then you can listen inshallah and then afterwards you'll become accustomed to it and
[3302.16 -> 3307.22]  If for example I go quiet the person leaving the dick goes quiet you continue with the same dick
[3307.22 -> 3310.56]  Maybe I want to take a sip of water or get my breath back or something like that
[3310.96 -> 3314.48]  Okay, so we dim the lights just to aid with concentration
[3314.48 -> 3320.64]  There is no inherent virtue in switching off the light and nor is there any virtue for keeping the light on
[3321.10 -> 3323.10]  Yes, so we just need to be clear
[3323.10 -> 3341.10]  If I could kindly ask for a bottle of water from the back, if that's alright.
[3341.10 -> 3348.10]  So, get yourselves comfortable, insha'Allah, as we have some excess time.
[3361.10 -> 3367.10]  So, if you can all look at the monitors for now, for a moment,
[3367.10 -> 3381.10]  to help with your imagination afterwards, to picture Allah SWT's name, that Allah SWT's name is shining bright above you in the sky
[3381.10 -> 3392.10]  and that light is descending down upon your head, entering your head and spreading inside your head, in your eyes, your ears, your mouth.
[3392.10 -> 3400.10]  Your mouth has become an instrument for speaking the truth, illuminated by the light of Allah's name.
[3400.10 -> 3411.10]  Imagine that light entering your heart and the name of Allah is written on your heart in golden light.
[3411.10 -> 3422.30]  Now your heart is engulfed in the light of Allah subhanahu wa ta'ala, with every beat,
[3422.30 -> 3423.30]  with the blood.
[3423.30 -> 3426.30]  The blood now carries the light of Allah subhanahu wa ta'ala's name.
[3426.30 -> 3433.38]  That light is travelling to every corner of your body, into your bones, into your lungs,
[3433.38 -> 3440.10]  into your organs, into your muscles, your skin, your hair.
[3440.10 -> 3450.40]  Everything is illuminated, everything is radiant with the light of Allah's name.
[3450.40 -> 3460.48]  And keep conscious and aware that Allah is with me, He is seeing me, and He is hearing
[3460.48 -> 3461.48]  me.
[3461.48 -> 3468.76]  If your mind wanders during the Dhikr, then come back again to these three keys, the keys
[3468.76 -> 3477.14]  presence. Allah is with me, he is seeing me, and he is hearing me.
[3498.76 -> 3508.76]  Al-Rahman Al-Rahim Maliki Yawm Al-Din
[3508.76 -> 3523.76]  Iyyaka Na'budu Wa Iyyaka Nasta'in Ihdina Sirata Al-Mustaqeem
[3523.76 -> 3550.76]  Allah, la ilaha illa huwa al hayyul qayyum Allah, la ilaha illa huwa al hayyul qayyum
[3550.76 -> 3565.92]  La ta'akthu hu sinatun wala nawm Lahu ma fi assamawati wama fi l-ard
[3565.92 -> 3580.48]  Man dhal-ladi yashfa'u indahu illa bi-ibnih Ya'lamu ma bayna aydihim wama khalfahum
[3580.48 -> 3593.48]  wa la yuhiqoon bishay'in min ʿilmihi illa bimashaa
[3593.48 -> 3598.48]  wasiʿa kursiyuhu al samawati wa al arb
[3598.48 -> 3602.48]  wa la yaʿooduhu hifzuhuma
[3602.48 -> 3608.48]  wa huwa al ʿaliyu al ʿazīm
[3608.48 -> 3613.60]  bismillah irrahman irrahim
[3613.60 -> 3616.56]  qul huwa allahu ahad
[3616.56 -> 3619.28]  allahu ass'amad
[3619.28 -> 3622.40]  lam yalid wa lam yulad
[3622.40 -> 3626.48]  wa lam yakul lahu kufuwan ahad
[3626.48 -> 3631.92]  bismillah irrahman irrahim
[3631.92 -> 3634.80]  qul huwa allahu ahad
[3634.80 -> 3637.36]  allahu ass'amad
[3637.36 -> 3649.36]  In the name of Allah, the Entirely Merciful, the Especially Merciful.
[3649.36 -> 3652.36]  Say, He is Allah, the One.
[3652.36 -> 3654.36]  Allah, the Self-Subsisting.
[3654.36 -> 3657.36]  He was not born and was not born.
[3657.36 -> 3664.36]  And there was not born and was not born.
[3664.36 -> 3676.56]  Inna Allaha wa Malaaikatahu yusalloon ala an-Nabi
[3676.56 -> 3693.96]  Ya ayyuhallabina aamanoo salloo alayhi wa sallimoo taslima
[3693.96 -> 3710.96]  Mawla yasalli wa sallim da'iman abada
[3710.96 -> 3724.96]  Mawla ya salli wa sallim da'iman abada
[3724.96 -> 3744.96]  ʿala ḥabībika ḥayril ḥalq Ḥullihimi
[3744.96 -> 3766.96]  Muhammad is the master of the universe, and of the weight of the night.
[3766.96 -> 3775.96]  Walfareeqaini min arbi wa min ajami
[3775.96 -> 3782.46]  Mawla ya salli wa sallim
[3782.46 -> 3788.96]  Da'iman abada
[3788.96 -> 3795.96]  Mawla ya salli wa sallim
[3796.96 -> 3800.96]  In the name of Allah, the Most Gracious, the Most Merciful.
[3800.96 -> 3820.48]  Upon thy beloved is the best of all creation.
[3820.48 -> 3841.80]  He is the Beloved to whom His intercession is expected
[3841.80 -> 3850.56]  Likulli hawli minal ahwal muqatahimi
[3850.56 -> 3871.20]  Mawla yasalli wa sallim da'iman abada
[3871.20 -> 3891.20]  ʿala ḥabībika ḥayril ḥalṭi Ḥulli ḥimīm
[3891.20 -> 3898.20]  In the name of Allah, the Most Gracious, the Ever Merciful.
[3981.20 -> 3982.20]  Allah.
[3982.20 -> 3983.20]  La ma'abooda illa Allah.
[3983.20 -> 3984.20]  La ma'abooda illa Allah.
[3984.20 -> 3985.20]  La ma'abooda illa Allah.
[3985.20 -> 3986.20]  La ma'abooda illa Allah.
[3986.20 -> 3987.20]  La ma'abooda illa Allah.
[3987.20 -> 3988.20]  La ma'abooda illa Allah.
[3988.20 -> 3989.20]  La ma'abooda illa Allah.
[3989.20 -> 3990.20]  La ma'abooda illa Allah.
[3990.20 -> 3991.20]  La ma'abooda illa Allah.
[3991.20 -> 3992.20]  La ma'abooda illa Allah.
[3992.20 -> 3993.20]  La ma'abooda illa Allah.
[3993.20 -> 3994.20]  La ma'abooda illa Allah.
[3994.20 -> 3995.20]  La ma'abooda illa Allah.
[3995.20 -> 3996.20]  La ma'abooda illa Allah.
[3996.20 -> 3997.20]  La ma'abooda illa Allah.
[3997.20 -> 3998.20]  La ma'abooda illa Allah.
[3998.20 -> 3999.20]  La ma'abooda illa Allah.
[3999.20 -> 4000.20]  La ma'abooda illa Allah.
[4000.20 -> 4023.20]  la ilaha illa Allah, la ma'abud illa Allah, la ilaha illa Allah, la ilaha illa Allah,
[4023.20 -> 4035.20]  La ilaha illa Allah
[4035.20 -> 4049.20]  La maqsuda illa Allah
[4049.20 -> 4061.28]  La maqsuda illa Allah La ilaha illa Allah
[4061.28 -> 4074.88]  La ilaha illa Allah La ilaha illa Allah
[4074.88 -> 4087.68]  illa Allah, illa Allah, illa Allah, illa Allah.
[4087.68 -> 4106.48]  La masjooda illa Allah
[4106.48 -> 4119.12]  illa Allah, illa Allah, illa Allah, illa Allah
[4119.12 -> 4125.92]  awwal wa akhir, hey Allah
[4125.92 -> 4132.64]  zahir baqeen, hey Allah
[4132.64 -> 4139.36]  Awal wa akhir, ha Allah
[4139.36 -> 4148.04]  Zahir baqeel, ha Allah
[4148.04 -> 4153.16]  Allah, Allah, Allah
[4153.16 -> 4160.16]  Allah, Allah, Allah, Allah
[4160.16 -> 4167.32]  Allah Allah Allah Allah
[4167.36 -> 4174.20]  Allah Allah Allah Allah
[4174.20 -> 4180.68]  Anta al-Mawla Anta al-Haq
[4180.68 -> 4194.20]  Laysa al-mawla illa hu anta al-mawla anta al-haq
[4194.20 -> 4203.04]  Laysa al-mawla illa hu Allah
[4203.04 -> 4208.28]  Allah, Allah, Allah
[4208.28 -> 4215.28]  Allah, Allah, Allah, Allah
[4215.28 -> 4222.46]  Allah, Allah, Allah, Allah
[4222.46 -> 4229.50]  Allah, Allah, Allah, Allah
[4229.50 -> 4256.14]  you are the guide, you are the truth, there is no guide but He
[4286.14 -> 4306.14]  al-Nasir, Anta al-Haq, Laysa al-Nasir, Illa Hu, Anta al-Nasir, Anta al-Haq, Laysa al-Nasir,
[4366.14 -> 4396.14]  Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah, Allah
