[0.00 -> 2.06]  you
[2199.50 -> 2203.38]  Because there is, there is the other meaning as well.
[2203.38 -> 2208.10]  And what is implied, it's not articulated obviously, but what is implied is
[2208.10 -> 2215.06]  Goodness, righteousness has appeared due to what people have earned, yes?
[2215.06 -> 2221.54]  So that they may taste some of what they have done, also so they may return
[2221.54 -> 2223.54]  It's the same thing
[2223.54 -> 2231.14]  Everything that you do is supposed to take you back to Allah subhanahu wa ta'ala
[2231.14 -> 2236.14]  So we have said already that the corruption that we see
[2236.74 -> 2238.90]  is due to our own actions.
[2238.90 -> 2240.66]  So what do we do now?
[2240.66 -> 2242.44]  Now we have that information.
[2243.90 -> 2245.26]  Now we have that information.
[2245.26 -> 2246.34]  What do we do with it?
[2247.44 -> 2251.74]  Because this is a huge, huge, huge tool in your arsenal.
[2251.74 -> 2252.94]  It's the biggest arsenal.
[2252.94 -> 2257.12]  The biggest weapon in your arsenal is your freedom of will.
[2257.12 -> 2259.06]  It's a gift from Allah Subh'anaHu Wa Ta-A'la.
[2259.06 -> 2261.80]  But if you don't use it properly,
[2261.80 -> 2263.54]  if you don't use it properly,
[2263.54 -> 2265.02]  then you don't benefit from it.
[2265.02 -> 2266.74]  In fact, you're harmed.
[2266.74 -> 2271.40]  If you are thirsty and you have a thousand pounds,
[2271.40 -> 2272.70]  but you don't buy water,
[2274.92 -> 2279.58]  if you die of dehydration, you brought that on yourself.
[2279.58 -> 2284.30]  You had enough, you had enough money, sufficient funds,
[2284.30 -> 2287.64]  and ample time and opportunity to buy yourself water
[2287.64 -> 2288.94]  and to hydrate yourself.
[2290.82 -> 2293.22]  And so what do we do with that information
[2293.22 -> 2294.30]  now that we have it?
[2294.30 -> 2296.18]  How do we use it?
[2296.18 -> 2297.14]  How do we use it?
[2297.14 -> 2299.70]  And that is what we teach in this center.
[2300.98 -> 2304.16]  That is what we, that is what we,
[2304.16 -> 2306.78]  the Rasul Sallallahu Alaihi Wasallam, he taught us.
[2306.78 -> 2308.94]  How to use that freedom of will.
[2309.82 -> 2311.50]  That you have options.
[2311.50 -> 2315.98]  Allah Subhanahu Wa Ta'ala has not boxed us into a corner
[2315.98 -> 2319.98]  and said, you only have to choose from haram.
[2319.98 -> 2321.88]  This is very rare, by the way.
[2321.88 -> 2325.28]  It's very rare that you can only choose from haram.
[2325.28 -> 2327.50]  And if you want, you can still choose to say,
[2327.50 -> 2329.54]  I'm not gonna do any of that.
[2329.54 -> 2333.30]  And then that's azima, for example.
[2333.30 -> 2337.54]  Azima is that you take the strictest position on yourself,
[2337.54 -> 2338.84]  which is optional.
[2338.84 -> 2343.14]  But again, because you have an option to choose.
[2343.14 -> 2345.26]  You can choose between options.
[2345.26 -> 2348.18]  I'm dying of thirst, there's alcohol.
[2349.18 -> 2351.10]  Very rarely are you put in that position,
[2351.10 -> 2356.10]  but normal circumstances, I'm thirsty, there's alcohol,
[2357.02 -> 2358.26]  there is a halal drink.
[2359.90 -> 2363.58]  I have desires, this is zina and this is nikah.
[2365.66 -> 2369.46]  I need a job, here's one where it's a haram job,
[2369.46 -> 2372.42]  here is a halal job, pays less, but I can choose.
[2372.42 -> 2374.46]  I can choose.
[2374.46 -> 2378.46]  And so how do I harness that power?
[2378.46 -> 2381.48]  How do I use that power to always choose
[2381.48 -> 2384.34]  what is pleasing to Allah subhanahu wa ta'ala?
[2384.34 -> 2389.44]  That's what we teach as part of the course of purification.
[2389.44 -> 2394.44]  That we are taught how to install good traits
[2396.10 -> 2399.86]  and good habits and how to uninstall evil traits
[2399.86 -> 2403.78]  and evil habits through the process of repetition.
[2403.78 -> 2407.02]  that if you do something enough times,
[2407.02 -> 2411.78]  then it becomes embedded within your practice,
[2411.78 -> 2413.38]  embedded within your character.
[2413.38 -> 2417.62]  It becomes part of your character.
[2417.62 -> 2421.30]  Where you do it, you do it automatically.
[2421.30 -> 2424.28]  You do it without thought.
[2424.28 -> 2427.38]  Isn't that the position that we want to find ourselves in?
[2427.38 -> 2430.46]  That I have an option to use my eyes
[2430.46 -> 2434.66]  to look at a non-mahram or to look away.
[2434.66 -> 2438.18]  How do I use that power to look away?
[2438.18 -> 2441.02]  I exercise restraint.
[2441.02 -> 2442.98]  Once, no, not just once.
[2442.98 -> 2444.74]  Twice, not just twice.
[2444.74 -> 2446.78]  10 times, not just 10 times.
[2446.78 -> 2449.06]  But again and again, again and again,
[2449.06 -> 2451.18]  maybe for 30 times, maybe 40 times,
[2451.18 -> 2452.86]  over 40 days, 50 days,
[2452.86 -> 2457.86]  depends how entrenched that habit is within you
[2457.86 -> 2462.96]  is within you for you to resist and repeat until it's uninstalled okay I
[2462.96 -> 2470.36]  want to install I want to install good traits like like saying a good word for
[2470.36 -> 2474.68]  example I normally swear what do I do I resist swearing but I can replace it
[2474.68 -> 2478.76]  with something I can say astaghfirullah for example if I see something that
[2478.76 -> 2483.32]  irritates me provokes me annoys me angers me I can say something that is an
[2483.32 -> 2488.32]  alternative astaghfirullah what do I do I resist and repeat and this one I
[2488.32 -> 2496.80]  practice and I repeat and so on and so forth now I'll finish with a story just
[2496.80 -> 2503.32]  to set us up for next week inshallah yes and that is on the the nature of trials
[2503.32 -> 2507.48]  now not the nature of this world we've spoken about the nature of this world
[2507.48 -> 2511.88]  the nature of this world is that it's a world of tests more about the trial now
[2511.88 -> 2518.88]  just the nature of the trial.
[2518.88 -> 2523.88]  Sayyiduna Bilal radiAllahu ta'ala anhu was unwell.
[2523.88 -> 2532.88]  This is after the Rasulullah ﷺ passed away just physically from this temporal abode
[2532.88 -> 2535.88]  and Sayyiduna Bilal radiAllahu ta'ala anhu was unwell.
[2535.88 -> 2539.88]  And so people came to visit him and he was really unwell.
[2539.88 -> 2544.92]  And if I'm not mistaken, it was the illness before his death.
[2544.92 -> 2550.52]  And so the people came to give him their good wishes and to console him and make dua for
[2550.52 -> 2551.52]  him.
[2551.52 -> 2563.76]  And so he said to them, in Mecca, we used to buy the utensils and the crockery that
[2563.76 -> 2569.60]  was made from clay, pots and pans and plates and stuff, they were made from clay.
[2569.60 -> 2581.38]  and so what we would do, actually need this as a prop, so he said what we would
[2581.38 -> 2592.22]  do is we would we would bang we would bang the crockery to test its quality to
[2592.22 -> 2603.02]  see if it's been well baked yes and so the harder you hit it and the more it
[2603.02 -> 2609.62]  remained it maintained its integrity the better the quality it was so the higher
[2609.62 -> 2617.98]  the price you would pay so he said Allah wants to purchase me and so he has
[2617.98 -> 2626.26]  tested me so I'm gonna let that let that sink in until we speak next week inshallah
[2626.26 -> 2633.02]  about the nature of trials why are we tested then yes not only is it part of
[2633.02 -> 2638.50]  our you know our own doing but why what the nature of the trial itself what does
[2638.50 -> 2645.06]  it do to us yes why the good things happen to bad people as they say what the
[2645.06 -> 2651.82]  bad things happen to good people as they say. Is that true? Is it really a good thing? Yes.
[2651.82 -> 2659.70]  So we'll close there slightly earlier than usual to give opportunity inshallah for questions
[2659.70 -> 2666.62]  and inshallah perhaps more time for the dhikr this evening and also for those who want to
[2666.62 -> 2673.08]  learn more about this course of purification and we say all the time the course of purification
[2673.08 -> 2675.52]  is not a paid course, yes?
[2675.52 -> 2676.96]  It's a course like medicine.
[2678.20 -> 2680.08]  You take a course of medicine,
[2680.08 -> 2682.44]  it has a start point and it has an end point.
[2682.44 -> 2684.48]  If you don't take the medicine,
[2684.48 -> 2687.68]  if you don't take the medicine, you don't get better.
[2687.68 -> 2690.40]  And then you need to extend that course
[2690.40 -> 2692.76]  over and over and over again.
[2692.76 -> 2696.40]  If you take the course of medicine, you get better.
[2697.52 -> 2698.88]  You get better.
[2698.88 -> 2701.92]  And then you can then go on afterwards
[2701.92 -> 2704.28]  to a higher dose.
[2704.28 -> 2707.00]  Something that is, that something now that will strengthen,
[2707.00 -> 2708.94]  okay, I need to get rid of this disease,
[2708.94 -> 2712.00]  but now I need supplements, I need vitamins and stuff.
[2712.00 -> 2716.40]  So the course of purification is a course that really,
[2717.28 -> 2719.84]  it will last as long as you want it to last.
[2721.76 -> 2723.92]  If you apply yourself and put in the effort
[2723.92 -> 2727.44]  and ask Allah SWT for aid and for assistance and for help,
[2727.44 -> 2735.44]  then you can purify your body, your mind, your heart, your soul, your nafs in a quicker time.
[2735.44 -> 2742.44]  But if you are lazy and you slacken, then it will take longer.
[2742.44 -> 2748.44]  You're building a house, you need to clear away rubble,
[2748.44 -> 2752.44]  and you need to clear away where you're going to place your foundations.
[2752.44 -> 2758.58]  If you take your time making, if you take your time digging and clearing the space to
[2758.58 -> 2761.08]  put your foundations, it will take you long.
[2761.08 -> 2765.26]  If you take your time building, it will take you long, yes?
[2765.26 -> 2772.36]  But if you apply yourself and you put in the effort, then, and the effort, no cost as well,
[2772.36 -> 2779.72]  may I stress, then really you can reach inshallah, you know, something very high, be it in the
[2779.72 -> 2781.56]  sight of Allah subhanahu wa ta'ala.
[2781.56 -> 2784.56]  So we conclude then, open up for questions.
[2784.56 -> 2787.56]  Subhanakullahu ma'am hamdiki nashhadu an la ilaha illa anta
[2787.56 -> 2788.56]  astaghfiru ka natubu ilayk
[2788.56 -> 2790.56]  Subhana rabbika rabbil izzati amma yusifoon
[2790.56 -> 2791.56]  wa salamun anna l-mursalin
[2791.56 -> 2793.56]  wa alhamdulillahi rabbil alameen
[2795.56 -> 2796.56]  Yes.
[2798.56 -> 2802.56]  You spoke a lot about free will today.
[2802.56 -> 2804.56]  I just wanted to ask a question.
[2804.56 -> 2825.56]  So for those who didn't hear the question, the question is how do you marry the concept of fate and Allah SWT has predetermined everything.
[2825.56 -> 2830.56]  So Allah SWT knows everything in his knowledge of what will happen.
[2830.56 -> 2840.56]  Now there is the ilm of Allah, yes, and then there is the amal of Allah, the actions of Allah SWT, okay?
[2840.56 -> 2848.56]  So the knowledge of Allah SWT is absolute and so is the actions of Allah SWT, they are also absolute.
[2848.56 -> 2854.56]  It's in the knowledge of Allah SWT what you will do. It's in the knowledge of Allah SWT what you will do.
[2854.56 -> 2863.56]  It was in the knowledge of Allah SWT that He will present the ameena, the trust, the free will to all the creation, only mankind and the jinn will accept it.
[2863.56 -> 2868.56]  It's in His knowledge. But did Allah SWT impose it on us? It's not imposed.
[2868.56 -> 2876.56]  Because that goes against the, when we talk about the sifat of Allah SWT, the attributes of Allah, they're taken together.
[2876.56 -> 2883.56]  So Allah SWT is just. He is Al-Alim, the all-knowing, but He's also just.
[2883.56 -> 2890.72]  from his justice is that he gives you the he gave us the choice so nobody's
[2890.72 -> 2897.92]  asking this question about the angels oh how do I marry fate with you know and
[2897.92 -> 2901.74]  and and everything you know destiny being predetermined with what the
[2901.74 -> 2906.80]  angels do because I was like oh they're cool they're not gonna be punished but
[2906.80 -> 2911.88]  it's only the person who's like why should I be punished for what I do
[2911.88 -> 2915.88]  Doesn't God know that I was going to do it?
[2915.88 -> 2918.88]  He knows that you were going to do it.
[2918.88 -> 2919.88]  Who did it?
[2919.88 -> 2921.88]  Us who do it.
[2921.88 -> 2927.88]  It's not the complicated question that some people make it out to be
[2927.88 -> 2932.88]  because we have to differentiate between the knowledge of Allah and the action of Allah.
[2932.88 -> 2936.88]  It's in the knowledge of Allah that Allah did not impose it.
[2936.88 -> 2940.88]  Does that answer or do you have a follow up to it?
[2941.88 -> 2970.20]  Okay. Yes, any other questions? Yes.
[2970.20 -> 2971.20]  The state of what, sorry?
[2971.20 -> 2972.20]  Analyzes per annum.
[2972.20 -> 2973.20]  Right, right.
[2973.20 -> 2998.20]  So the sister's question is how do you come out of this state of analysis per annum?
[2998.20 -> 3002.28]  of this state of analysis paralysis where you overanalyze things and then
[3002.28 -> 3005.44]  you're paralyzed because you don't want to make any decision what will Allah
[3005.44 -> 3009.88]  Subhanahu wa ta'ala how will we fare in the sight of Allah Subhanahu wa ta'ala so
[3009.88 -> 3015.92]  number one that is the decision that is made that I'm deciding to do nothing I'm
[3015.92 -> 3020.56]  deciding to see somebody who's hungry and I'm not gonna feed him I'm deciding
[3020.56 -> 3024.28]  to see injustice I'm not gonna speak up against it so that's still a decision
[3024.28 -> 3030.20]  That's that's still exercising free will to do nothing. I can see somebody who's ill
[3030.20 -> 3036.08]  I have medicine or I can I can source the medicine. I'm not gonna do it. I can see somebody who's uneducated
[3036.52 -> 3040.92]  I've got knowledge. I'm not gonna teach them. That's still a decision to make as
[3041.56 -> 3043.56]  for people who
[3044.08 -> 3049.72]  You know are crippled by you know anxiety and well, what do I do?
[3049.72 -> 3052.12]  This is also something we'll speak about inshallah in the coming weeks
[3052.12 -> 3060.88]  Allah subhanahu wa ta'ala has not left us without guidance and so he sent his messengers with a
[3060.88 -> 3067.44]  blueprint of how to attain success in this life and the next and so Rasulullah sallallahu alayhi
[3067.44 -> 3073.92]  wa sallam the final messenger who said about himself ana khatamun nabiyeen I am the seal of
[3073.92 -> 3079.00]  the prophets wa la nabiya ra'di there's no prophet after me it means that there's no need for any
[3079.00 -> 3084.70]  further guidance from Allah s.w.t. All the guidance that we need we have in the
[3084.70 -> 3089.46]  Quran and the Sunnah of the Rasul s.a.w. because Allah s.w.t.
[3089.46 -> 3092.94]  he said
[3092.94 -> 3100.04]  لَقَدَ جَأُكُمْ رَسُونُ مِنْ أَنْفُسِكُمْ يَثْنُ عَلَيْكُمْ آيَاتِنَا وَيُزَكِّيْكُمْ وَيُعَلِّمُكُمُ الْكِتَابَ وَالْحِكْمِ
[3100.04 -> 3105.58]  that a messenger has come from among you meaning from among mankind to recite
[3105.58 -> 3111.74]  upon you our verses and to do your tazkiyah, to purify you. I'm not talking about course purification
[3111.74 -> 3117.58]  like oh this is supplementary, this is optional. If at the end of the day you've got some time to
[3117.58 -> 3123.26]  clean yourself of sins then yeah jump on board. No, it's an obligation. Be clear, it's an obligation
[3124.38 -> 3129.66]  that if you don't fulfill then there are consequences also.
[3129.66 -> 3136.66]  and He teaches you the Book and the Hikmah.
[3136.66 -> 3141.66]  The Book is the Quran as all the scholars know, and they say what's the Hikmah?
[3141.66 -> 3143.66]  What's the wisdom here? What's the wisdom?
[3143.66 -> 3145.66]  Some say it's the Sunnah, it's the Hadith.
[3145.66 -> 3147.66]  There's a broader meaning to it.
[3147.66 -> 3151.66]  The broader meaning is how to apply the Book.
[3151.66 -> 3155.66]  Wisdom is how to apply the Book.
[3155.66 -> 3163.80]  so you have you're given a weapon and then you're taught how to use it the
[3163.80 -> 3168.30]  weapon if you have a weapon you don't know how to use it someone with a stick
[3168.30 -> 3172.42]  can come and beat you and that's what's happening now
[3172.42 -> 3177.82]  hamdulillah sufficient khatib scholars they've got the knowledge of the book
[3177.82 -> 3184.14]  they know the Quranic code of Quran but where's the wisdom in its application
[3184.14 -> 3190.14]  Where's the wisdom in knowing what we're going through now, what the people of Palestine are going through?
[3190.14 -> 3197.14]  Ah, this is found here. The solution is there. That's the wisdom. That is Rasulullah Sallallahu Alaihi Wasallam's job.
[3197.14 -> 3200.14]  Because Allah could have just revealed the Qur'an to everyone. Everyone can have the Qur'an with them.
[3200.14 -> 3203.14]  I've got Qur'an over here on my phone. Everyone's got it on their phone.
[3203.14 -> 3206.14]  You think Allah SWT couldn't have given every single one of us a copy of the Qur'an?
[3206.14 -> 3212.14]  He can. But how do we understand it? How do we interpret it?
[3212.14 -> 3214.38]  Interpret it. How do we actualize it?
[3215.42 -> 3218.66]  through Rasulullah sallallahu alaihi wasallam, so
[3219.58 -> 3221.58]  every problem every
[3222.66 -> 3229.30]  Difficulty that we're going through every test every trial the solution is in the hands of the Rasul sallallahu alaihi wasallam
[3230.26 -> 3237.10]  So when a person feels crippled, it's fine. That's good because that's a sign of Ajz. Ajz is incapacity
[3237.10 -> 3243.26]  Weakness to say I don't know what to do. Yeah, my intellect is deficient
[3243.50 -> 3247.66]  My planning is weak my strategizing is poor
[3249.02 -> 3252.34]  Guide me guide me to the right course to the right action
[3252.82 -> 3259.18]  Through who through Rasulullah sallallahu alaihi wasallam. No one say I have to follow this Shaykh or that Shaykh. No one said that
[3259.98 -> 3265.78]  If that Shaykh follows Rasulullah sallallahu alaihi wasallam follow the Shaykh because who you follow you follow when the Rasul sallallahu alaihi wasallam
[3265.78 -> 3270.78]  The sheikh doesn't matter what title he has, doesn't matter how many followers he has online,
[3270.78 -> 3276.78]  doesn't matter how many views he has, doesn't matter how many whatever, everyone likes him, oh he's got charisma, good for him.
[3276.78 -> 3279.78]  Does he have the hikmah?
[3279.78 -> 3283.78]  Can he apply the Quran?
[3283.78 -> 3290.78]  Or is there one verse here and he's applying it out of context?
[3290.78 -> 3293.78]  Brothers, sisters, it's good that we fast.
[3293.78 -> 3302.90]  Let's all fast tomorrow, it's a Thursday, let's all fast, so that Allah SWT can grant relief to our people in the past.
[3302.90 -> 3307.58]  Some of us say it's a bid'ah, you can't do that.
[3307.58 -> 3310.46]  Where does it say in the Qur'an, you have to follow?
[3310.46 -> 3311.46]  Why?
[3311.46 -> 3313.30]  A lack of understanding.
[3313.30 -> 3316.66]  He knows the Qur'an, but he doesn't know how to understand it.
[3316.66 -> 3318.82]  He doesn't know how to understand it.
[3318.82 -> 3326.72]  He doesn't know that he has forgotten that Rasulullah SAW, if any matter disturbed him, distressed him, he got up to pray.
[3326.72 -> 3334.46]  Meaning he got up to worship Allah SWT, to ask help from Allah SWT.
[3334.46 -> 3342.08]  That worship, worship is a means to acceptance of dua, any worship.
[3342.08 -> 3347.44]  And it's open, it's nafl, I can do nafl anytime and I can arrange,
[3347.44 -> 3355.24]  Why don't we all do some nafl fast together, encouragement or whatever, so we can sit down afterwards and make dua completely fine.
[3355.24 -> 3366.24]  Because for istisqat, which is the prayer for rain to fall, all the schools of thought,
[3366.24 -> 3375.56]  all the fiqh schools of thought have said that the people should fast three days before or on the day itself, the fourth day.
[3375.56 -> 3376.48]  Why?
[3376.48 -> 3383.80]  because it's ... it makes the acceptance of the salah and the dua more likely.
[3383.80 -> 3387.68]  And then someone comes and says, don't fast for Palestine, it's a bid'ah.
[3387.68 -> 3391.60]  What do you know?
[3391.60 -> 3396.20]  You quote the Quran and the meaning doesn't go beyond your nose.
[3396.20 -> 3399.68]  Meaning all you do is you benefit from melody.
[3399.68 -> 3403.00]  You don't understand.
[3403.00 -> 3406.52]  And this is the problem that, this is the situation that we're in today.
[3406.52 -> 3411.08]  That's why you are, that's why go right now online or even on your WhatsApp.
[3411.08 -> 3412.80]  How many forwards are you getting a day?
[3412.80 -> 3415.24]  This person saying that, this person saying that.
[3415.24 -> 3417.56]  And then really think about it.
[3417.56 -> 3419.16]  Where, where is the solution?
[3419.16 -> 3419.80]  No solution.
[3421.36 -> 3423.44]  One say, one guy saying that we're winning.
[3423.44 -> 3426.32]  Where, where, where are we winning?
[3426.32 -> 3430.96]  Another person saying that, you know, we need to call out the hypocrisies.
[3430.96 -> 3435.84]  Oh, really? Like people don't know this is hypocrisy?
[3435.84 -> 3441.20]  When did the Rasulullah stand among the people of Quraysh and say to them,
[3441.20 -> 3442.84]  look at this hypocrisy.
[3442.84 -> 3444.32]  When did the Sahaba do that?
[3444.32 -> 3446.56]  Come out and say, how are you guys doing that?
[3446.56 -> 3452.08]  You're asking your oppressor to sympathize with you?
[3452.08 -> 3454.52]  How? What logic?
[3454.52 -> 3455.52]  Why?
[3455.52 -> 3459.20]  Because even though they have the kitab, they don't have the hikmah.
[3459.20 -> 3460.84]  They don't have the hikmah.
[3460.84 -> 3464.44]  Unfortunately, and very few who do today,
[3464.44 -> 3465.40]  وَقَلِيلٌ مَّهُمْ
[3465.40 -> 3466.64]  There are very few.
[3466.64 -> 3471.64]  Will Sallallahu Alaihi Wasallam make us from the few insha'Allah?
[3471.64 -> 3473.08]  So I think that's it, that's time.
[3473.08 -> 3475.80]  Unless there is a pressing question.
[3475.80 -> 3478.48]  Yes?
[3478.48 -> 3483.56]  Yeah, so insha'Allah we hand over to brother Abdullah just before that.
[3483.56 -> 3487.64]  There is the bake sale because people came in a bit late.
[3487.64 -> 3490.96]  and inshallah the proceeds will be,
[3490.96 -> 3492.92]  the proceeds are going towards
[3492.92 -> 3495.56]  the humanitarian effort in Gaza.
[3496.52 -> 3499.64]  And there are card, a card payment will be accepted
[3499.64 -> 3502.12]  inshallah, so please do.
[3502.12 -> 3507.12]  This is like, it's literally icing on the cake.
[3507.28 -> 3509.16]  The cake is the reward from Allah subhanahu wa ta'ala,
[3509.16 -> 3511.64]  this is like icing.
[3511.64 -> 3514.76]  But it shouldn't be the incentive,
[3514.76 -> 3516.40]  it should never be the incentive.
[3517.64 -> 3522.64]  eat for Palestine and it's in such poor taste.
[3522.74 -> 3525.50]  So a person should not, you know,
[3525.50 -> 3528.26]  a person should want to eat the fruits
[3528.26 -> 3532.66]  and the meat of paradise and drink the honey
[3532.66 -> 3536.78]  and the water and the milk and the pure wine
[3536.78 -> 3538.42]  over there in paradise.
[3538.42 -> 3541.22]  That's what we should want to eat, yeah?
[3541.22 -> 3546.22]  And so let us correct our intention before we buy
[3546.22 -> 3550.86]  we buy and say this is a good effort and I would have given regardless of
[3550.86 -> 3558.06]  whether I'm getting a cake in return or not yes so so just to correct our
[3558.06 -> 3564.10]  mindset before we do purchase any cakes so for the benefit of the newcomers we
[3564.10 -> 3570.34]  have a collective dhikr now this is a dhikr which as we as it implies it's done
[3570.34 -> 3577.04]  together in unison and it's performed out loud and the loud
[3577.04 -> 3580.82]  dhikr is a practice of the sahaba that was that was performed and the Rasul
[3580.82 -> 3585.14]  salallahu alaihi wa sallam walked past a group of sahaba who were who are performing
[3585.14 -> 3589.06]  dhikr together loudly and asked them why had they gathered and they mentioned
[3589.06 -> 3592.62]  that they had gathered to remember Allah and to thank him for guidance and to
[3592.62 -> 3597.10]  seek paradise and to seek refuge in him from the hellfire and they and the
[3597.10 -> 3608.10]  said that Allah is bearing witness that he has told the angels to bear witness that he has forgiven all of you over here.
[3608.10 -> 3614.10]  So if I can ask inshallah the cake sale is not now, it will be after the dhikr inshallah.
[3614.10 -> 3619.10]  We dim the lights during the dhikr only to aid with concentration.
[3619.10 -> 3623.10]  Do we have the name of Allah? Ready? Yes, if you could put that up inshallah.
[3623.10 -> 3629.70]  So if I can ask for everybody to sit down and settle down insha'Allah for the next 15 or 20 minutes or so
[3629.70 -> 3637.70]  during the dhikr insha'Allah, then afterwards you can perch, we'll give the sisters insha'Allah the chance to buy the cakes themselves
[3637.70 -> 3640.30]  and then the brothers can go afterwards insha'Allah.
[3640.30 -> 3646.10]  BarakAllah fikum, and I ask Mawlana Abdullah insha'Allah to come to the front to lead us in the dhikr.
[3653.10 -> 3673.54]  I know these were a gift but people won't buy.
[3673.54 -> 3677.70]  So yes sisters if you can inshallah sit down for now.
[3677.70 -> 3680.70]  I know these were a gift, but they should also be sold, in-sha'-Allah.
[3690.70 -> 3693.70]  Also, brothers, if you can move forward to fill in this space now, please.
[3694.70 -> 3697.70]  All the way, all the way. Don't be afraid. No one's going to bite you.
[3697.70 -> 3698.70]  Move to the front.
[3707.70 -> 3714.70]  and what they could do to maintain the concentration.
[3714.70 -> 3719.70]  One is something that we try to do frequently,
[3719.70 -> 3724.70]  is to maintain the course that was with me
[3724.70 -> 3728.70]  at the beginning and the end.
[3728.70 -> 3734.70]  So in that case, if we do find ourselves wandering
[3764.70 -> 3771.70]  in the name of Allah, the Most Gracious, the Ever Merciful.
[3794.70 -> 3807.70]  In the name of Allah, the Gracious, the Merciful.
[3807.70 -> 3817.70]  All praise belongs to Allah, Lord of all the worlds.
[3817.70 -> 3825.70]  Ar-Rahman, Ar-Rahim
[3825.70 -> 3832.70]  Maliki yawm al-deen
[3832.70 -> 3841.70]  Iyaka na'abudu wa iyaka nasta'in
[3841.70 -> 3848.70]  Guided us to the straight path
[3848.70 -> 3854.70]  The path of those on whom You have bestowed Your grace
[3854.70 -> 3868.70]  Not those who are angry with them, nor those who are astray
[3871.70 -> 3898.70]  Allah, la ilaha illa huwa al hayyul qayyum La ta'akhuthuhu sinatuhu wa la na'u
[3898.70 -> 3906.70]  For Him is all that is in the heavens and all that is in the earth.
[3906.70 -> 3918.70]  Who is it that intercedes with Him except by His permission?
[3918.70 -> 3926.70]  He knows what is before them and what is behind them.
[3926.70 -> 3941.42]  And they encompass not a thing of its knowledge except that which He wills.
[3941.42 -> 3953.34]  And His seat is wide, the heavens and the earth, and His protection is not limited to them.
[3953.34 -> 3959.34]  and He is the Most High, the Most Great.
[3959.34 -> 3968.34]  Indeed, Allah and His angels
[3968.34 -> 3974.34]  pray upon the Prophet.
[3974.34 -> 3981.34]  O ye who believe!
[3981.34 -> 3993.34]  Sallu alayhi wa sallimu taslima
[3993.34 -> 4000.34]  In the name of Allah, the Most Gracious, the Ever Merciful.
[4023.34 -> 4036.86]  All of them are on your Beloved, the best of all creation.
[4036.86 -> 4047.90]  Muhammad is the master of the universe and the weight of the universe.
[4047.90 -> 4055.90]  Fariqaini min ʿUrbi wa min ʿajami
[4055.90 -> 4069.90]  Mawla yasalli wa sallim da'iman nabda
[4069.90 -> 4079.90]  on the Beloved, the best of all creation.
[4079.90 -> 4090.90]  He is the Beloved, whose intercession is desired
[4090.90 -> 4097.90]  In the name of Allah, the Most Gracious, the Most Merciful.
[4150.90 -> 4165.06]  There is none worthy of worship except Allah
[4165.14 -> 4175.94]  Muhammad is the Messenger of Allah
[4175.94 -> 4188.06]  فَعْلَمْ أَنَّهُ لَا إِلَا هَ إِلَّا أَنَّهُ
[4188.14 -> 4195.10]  لا إله إلا الله
[4195.18 -> 4202.18]  لا إله إلا الله
[4202.18 -> 4209.18]  La ilaha illa Allah
[4209.26 -> 4215.78]  La ilaha illa Allah
[4215.78 -> 4243.56]  Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah Illa Allaah
[4243.56 -> 4250.56]  the
[4250.56 -> 4253.56]  the
[4253.56 -> 4256.56]  the
[4256.56 -> 4259.56]  the
[4259.56 -> 4262.56]  the
[4262.56 -> 4265.56]  the
[4265.56 -> 4268.56]  the
[4268.56 -> 4271.56]  the
[4271.56 -> 4278.04]  La ilaha illa Allah
[4278.04 -> 4284.04]  illa Allah, illa Allah,
[4284.04 -> 4290.04]  illa Allah, illa Allah,
[4290.04 -> 4296.04]  illa Allah, illa Allah,
[4296.04 -> 4302.04]  illa Allah, illa Allah,
[4302.04 -> 4307.04]  Allah, Allah,
[4397.04 -> 4401.04]  There is none worthy of worship except Allah.
[4401.04 -> 4409.04]  There is none worthy of worship except Allah.
[4409.04 -> 4421.04]  Muhammad is the Messenger of Allah.
[4421.04 -> 4427.04]  Astaghfirullah
[4427.04 -> 4433.04]  Astaghfirullah
[4433.04 -> 4442.04]  La ilaha illa Hu
[4442.04 -> 4450.04]  Alladhi la ilaha illa Hu
[4450.04 -> 4458.04]  Al-Hayyul Qayyum
[4458.04 -> 4464.04]  Al-Hayyul Qayyum
[4464.04 -> 4470.04]  Wa Atuhu Ilayhi
[4470.04 -> 4474.04]  Wa Atuhu Ilayhi
[4474.04 -> 4481.04]  Astaghfirullah
[4481.04 -> 4487.04]  Astaghfirullah
[4487.04 -> 4494.04]  Allathe la ilaha illa Hu
[4494.04 -> 4501.04]  Allathe la ilaha illa Hu
[4504.04 -> 4517.04]  Al-Hayyul Qayyum
[4517.04 -> 4528.04]  Wa Atubu Ilayn
[4528.04 -> 4535.04]  In the name of Allah, the Gracious, the Merciful.
[4558.04 -> 4573.04]  al-Mawla wa ni'ma al-Naseer, hasbuna Allah wa ni'ma al-Wakeel,
[4573.04 -> 4581.04]  ni'ma al-Mawla wa ni'ma al-Naseer,
