[0.00 -> 2.06]  you
[2472.84 -> 2478.12]  Ramadan, a cram cram cram like the exam, and then I just forget
[2478.12 -> 2481.88]  their crap. And then I forget all about it. Okay, he's
[2481.88 -> 2488.08]  listening. Right. So and then and then forget all about it
[2488.08 -> 2493.04]  afterwards. Yes. So this month, be conscious of that should be
[2493.04 -> 2496.80]  one's mindset. That should be one's mindset. When we're sat
[2496.80 -> 2503.10]  down and when we're sat down and we are engaged in dhikr, when we engage in
[2503.10 -> 2507.80]  Salawat upon Rasulullah, when you go to a Mahfaz, when you go to any Maulid
[2507.80 -> 2515.40]  you know event, have this mindset that what I hear I'm going to embody because
[2515.40 -> 2520.64]  we know Alhamdulillah the Sunnah of the Rasulullah but how much of it have we
[2520.64 -> 2525.04]  how much of it does our body know our minds know them but what about our body
[2525.04 -> 2530.92]  in practice. And so, as we said, this is the course that we teach, the course that we teach
[2530.92 -> 2538.40]  of purification and beautification. We normally mention the purification, and this is like
[2538.40 -> 2546.08]  the cleaning before you decorate. And so, yes, one should clean, of course, that is
[2546.08 -> 2552.68]  the precedent is given to the purification process, right? But what can help a person
[2552.68 -> 2558.36]  the purification process is the beautification and that is coloring oneself in the sunnah of the
[2558.36 -> 2564.28]  Rasul sallallahu alayhi wa sallam and once again brothers and sisters this is step by step you
[2564.28 -> 2571.64]  take one sunnah this this so for example i'm going to use a miss work like the Rasul sallallahu alayhi
[2571.64 -> 2582.20]  or a toothbrush yes so to uh to adopt it as a practice as a habit on a daily basis
[2582.76 -> 2590.04]  during wudu will become difficult why we're used to just doing wudu right but then what do i do i
[2590.04 -> 2596.52]  need to keep a miss work i need to be conscious of it all right i go and the first day i might do it
[2596.52 -> 2601.48]  it one time with one next day, two times, third day, three
[2601.48 -> 2606.68]  times, etc, etc, until it is established, until it you are
[2606.68 -> 2610.60]  programmed is part of your subconscious that you can do
[2610.60 -> 2614.20]  will do without using a miss work can be everything, anything
[2614.24 -> 2618.40]  from Takhlil asabia that you that you inter interlock your
[2618.40 -> 2621.60]  fingers. Yes, when you're washing in wudu, this is a Sunnah of
[2621.60 -> 2637.60]  One of the great awliya was Sayyidna Bahauddin Naqshband when he was on his deathbed
[2637.60 -> 2645.60]  when he was on his deathbed and he is weak and he's only able to indicate like with his eyes
[2645.60 -> 2655.76]  He looked, his students and disciples were around him and they saw him looking at the water.
[2655.76 -> 2662.24]  He had done wudu and then afterwards they saw him looking at the water and so they brought the
[2662.24 -> 2668.64]  water back to him and he dipped his hand in and he ran his fingers through his beard and told them
[2668.64 -> 2674.88]  afterwards Rasulullah came to me and said to me you claim to love me but you did wudu and you didn't
[2674.88 -> 2680.32]  And you didn't do tahleel allah here, which is to run your fingers through your through the beard
[2681.36 -> 2683.36]  But that was the level. I mean
[2683.60 -> 2685.60]  It was the minor detail, you know
[2685.60 -> 2692.08]  Like the finer not minor the finer details of the sunnah that they followed it meant that they did all the other sunnah beforehand
[2693.10 -> 2694.88]  beforehand, but
[2694.88 -> 2700.88]  What did that happen? Did that occur overnight? It was a step-by-step process a step-by-step process
[2700.96 -> 2703.60]  So every one of us as a takeaway today
[2703.60 -> 2708.82]  Today, not tomorrow, not the end of the month, not when I go to that Mawlid event, right,
[2708.82 -> 2714.28]  in a week's time or whatever, today, which Sunnah do I want to adopt now, today, from
[2714.28 -> 2715.28]  tonight?
[2715.28 -> 2724.28]  Perhaps it can be sleeping with wudu, perhaps it can be, for example, that you say salam,
[2724.28 -> 2726.76]  that you're the first to say assalamu alaikum.
[2726.76 -> 2732.84]  Many people just walk into a room, silent, say assalamu alaikum, and what does that mean
[2732.84 -> 2739.16]  anyway, you are giving them, you know, you know, if you're
[2739.16 -> 2742.76]  entering like a foreign land or whatever, you need to tell them
[2742.78 -> 2746.88]  you mean no harm. I come in peace, right? Isn't that what
[2746.88 -> 2749.92]  they do? All these sci fi movies, aliens or whatever, when
[2749.92 -> 2752.72]  go to an alien planet, what's the first thing they say, if
[2752.72 -> 2755.64]  they're not going to like, you know, mine their minerals or
[2755.64 -> 2761.76]  whatever, they say, we come in peace. We have that, that you
[2761.76 -> 2767.20]  enter a room and you say assalamu alaikum you make the people feel assured that you're not going to
[2767.20 -> 2773.12]  harm them you make the animals in the room as well it could be a cat it could be an ant it can be a
[2773.12 -> 2780.40]  spider i don't mean any harm to you i've come to you only intending good it can be there's a jinn
[2780.40 -> 2788.00]  around i don't mean any harm i come in peace the angels as well right so it can be that but you come
[2788.00 -> 2795.72]  in safe but did you start saying safe every single day no there was a point
[2795.72 -> 2803.00]  where you there was a point where you said it once and then you said it twice
[2803.00 -> 2806.72]  and three times and now you don't even think you just walk into the room and
[2806.72 -> 2813.40]  it's safe right so we ask Allah to color us in the Sunnah of the
[2813.40 -> 2819.20]  and that Allah subhanahu wa ta'ala bless us in this month with the special virtues and
[2819.20 -> 2824.60]  blessings of this month and make us of those who benefit from them and benefit others as
[2824.60 -> 2826.60]  well.
[2826.60 -> 2833.60]  And we have time now for questions before we go on to our dhikr.
[2833.60 -> 2836.60]  Yes, brother Matan.
[2836.60 -> 2841.56]  Sometimes you have an intention to be good, or to be bad.
[2841.56 -> 2845.56]  And then a day or so later, a thought comes along with it
[2845.56 -> 2850.04]  and then actually starts to improve.
[2850.04 -> 2855.52]  But is there a way of knowing whether that's the best?
[2855.52 -> 2856.88]  Right.
[2856.88 -> 2859.52]  So for those who perhaps didn't hear the question,
[2859.52 -> 2862.00]  sometimes you intend to do something good.
[2862.00 -> 2863.64]  You do it for a day or two, but then you
[2863.64 -> 2870.20]  get thoughts, thoughts telling you to do the opposite, to do something bad or and
[2870.20 -> 2875.12]  and is that thought from the nafs or from the shaytan. Really one should not
[2875.12 -> 2881.12]  be concerned at this stage whether it's from the nafs or from the shaytan but
[2881.12 -> 2892.12]  what you should know is that is that Allah subhanahu wa ta'ala gave free will to those
[2892.12 -> 2900.16]  who asked for it mankind and the jinn and so mankind will exercise that free
[2900.16 -> 2905.08]  will either in following the way of a lot of the way of a loss on account of
[2905.08 -> 2910.24]  his profit or by following the way of the Shaytan the Shaytan has that free
[2910.24 -> 2916.82]  will as well yes so he's doing his job one needs to know sometimes people say
[2916.82 -> 2921.64]  oh I'm getting these thoughts from the Shaytan I've got these whispers from my
[2921.64 -> 2926.64]  nafs to do evil? What shall I do about it? Well, you need to know that they're
[2926.64 -> 2932.96]  doing their job. That's what one should know. One should know the shaytan is
[2932.96 -> 2938.28]  doing his job. The shaytan, he made a promise to Allah that I'm gonna
[2938.28 -> 2943.56]  mislead this creation of you. I'm gonna mislead the children of Adam.
[2943.56 -> 2950.92]  And he has lived up to his promise. And we made a promise to Allah saying
[2950.92 -> 2955.32]  Bala, when Allah said, Alastu bi rabbikum, am I not your Lord?
[2955.32 -> 2961.32]  He said, yes, Shahidna. We made a promise. Shaitaan, he has lived up to his promise.
[2961.32 -> 2964.92]  What's left is for us to live up to our promise.
[2964.92 -> 2968.92]  And the thing is, Shaitaan is steadfast on his path.
[2968.92 -> 2971.32]  So we are supposed to be steadfast on our path.
[2971.32 -> 2973.72]  So one shouldn't find it strange.
[2973.72 -> 2978.12]  Oh, Shaitaan is coming to me. Obviously, because that's his job.
[2978.12 -> 2981.60]  That's his job. Why are you surprised for? If you're told
[2981.60 -> 2985.44]  this person is your enemy, this person is your enemy, be
[2985.44 -> 2990.64]  careful. You know, beware of his traps, beware of his
[2990.64 -> 2994.04]  whispers, beware of his deception. Okay. And then you
[2994.04 -> 2997.64]  say, Yeah, yeah, okay. And then you just follow him. You have
[2997.64 -> 3001.36]  no one to blame but yourself. No one to blame but yourself.
[3002.12 -> 3006.32]  Right? Imagine, you know, you're told this person's a fraudster.
[3006.32 -> 3013.64]  Be careful, don't do business with them. Don't invest your money with that person. Right?
[3013.64 -> 3022.44]  What the fraudsters do? Fraudsters, they have to entice you. So they might give you something.
[3022.44 -> 3026.56]  They give you a little bit of money in the beginning to make to give the illusion that
[3026.56 -> 3031.40]  they are genuine, that they're not fraudsters. But you need but you've been told you've been
[3031.40 -> 3037.08]  given a promise this person is a fraudster now fraud is not that I lie in your face
[3038.20 -> 3043.72]  fraud is that I mix lies with truth so I give you a little bit of money invest with me and you
[3043.72 -> 3048.36]  get money so what do you do first month wow I made 20 percent of my investment
[3050.36 -> 3056.36]  but then afterwards it's taken all I mean what are pyramid schemes right other than fraudsters
[3056.36 -> 3063.40]  giving people every time you know they give people a little bit and keep them coming but if you
[3063.40 -> 3067.00]  invest that's your own fault after you're told this person's a fraudster so allah
[3068.12 -> 3077.32]  his prophet sallallahu alaihi wasallam all the prophets they have said that there are fraudsters
[3077.32 -> 3085.64]  in this life shaitan the dunya is a fraud it's a deception don't buy into it don't believe it
[3086.36 -> 3093.64]  yes so on our part you get a thought that's fine that's a shaitan he's doing
[3093.64 -> 3098.92]  his job my job to continue down is to continue down the path of the pleasure of
[3098.92 -> 3104.12]  Allah on the path of the pleasure of Allah this is the thing like many of us
[3104.12 -> 3110.48]  would get like a bad thought and go that's it I'm damned but that was from the
[3110.48 -> 3117.40]  shaytan that's from the shaytan ignore it and continue you get what's he gonna
[3117.40 -> 3120.86]  do he's gonna leave you in your salah to pray with concentration and with khushu
[3120.86 -> 3124.90]  and that you you feel like you're in the presence of Allah and you bring the
[3124.90 -> 3129.38]  name of Allah you feel like you're in the in the Haram and the Kaaba is in
[3129.38 -> 3132.06]  front of you you're in the masjid nabawi you're praying behind the Rasul
[3132.06 -> 3137.98]  he's not gonna do that he's gonna come to the day oh what did that person say to
[3137.98 -> 3144.22]  you the other day. That's his job. Your job is ignore that. I'll
[3144.22 -> 3147.90]  carry on. So does that answer the question? Does that make
[3147.90 -> 3153.70]  sense? No. Do we have another question? We still have time.
[3156.06 -> 3156.58]  Yes.
[3167.98 -> 3171.98]  So, what does that mean, what does that mean actually,
[3171.98 -> 3175.98]  and what does that mean to the position of the person?
[3175.98 -> 3178.98]  So, what point is that, in some cases,
[3178.98 -> 3180.98]  sometimes the vision is spread,
[3180.98 -> 3183.98]  but it seems that the vision is spread.
[3183.98 -> 3186.98]  What's the main, how do you approach this?
[3186.98 -> 3189.98]  No, this means that a person,
[3189.98 -> 3194.98]  this means that the person doesn't leave the area of prayer
[3194.98 -> 3203.54]  Busy himself with something else. Yes, Allah subhanahu wa ta'ala is not pedantic. You see who who was who
[3205.06 -> 3207.62]  Treated the legislations as super
[3209.10 -> 3212.98]  Prescriptive in a manner that is that in a manner that is
[3214.34 -> 3222.42]  Crippling that's the way of that. That's the way of the Jews that they that they treated the command of Allah subhanahu wa ta'ala
[3222.42 -> 3229.50]  They gave no flexibility in them because they perceived Allah subhanahu wa ta'ala to be petty or to be pedantic
[3229.50 -> 3231.50]  Allah subhanahu wa ta'ala is merciful
[3232.78 -> 3239.00]  Yes, and so Allah subhanahu wa ta'ala you're gonna move of course you're gonna move how can you not move? You're not stone
[3239.70 -> 3244.66]  Right and even stone is used by the Fikr Allah. Allah subhanahu wa ta'ala said it. Yes
[3245.74 -> 3247.30]  so
[3247.30 -> 3251.92]  So you moving from one place to another within the area of prayer
[3252.42 -> 3259.22]  and not busy yourself with, as I say, like a basically like a foreign act to the
[3259.22 -> 3266.74]  vikr, okay, then that's what is intended meant by that. Yes.
[3266.74 -> 3293.78]  Yes. Of course, yes. Right, so Rasul Sallallahu Alayhi Wasallam, the question was by Brother
[3293.78 -> 3300.28]  Can the shaytan read your mind like when you're thinking something and then he comes with something else
[3300.50 -> 3303.30]  You know like an opposing thought. Yes
[3304.82 -> 3311.28]  He said that the shaytan flows through you flows through the son of Adam like
[3312.00 -> 3314.00]  Blood flows through veins
[3314.32 -> 3316.32]  Yes, so he
[3317.12 -> 3321.30]  Is like energy the shaytan the shaytan doesn't have a physical form
[3321.30 -> 3327.96]  right and has that ability he has the ability to know what you're thinking and
[3327.96 -> 3332.90]  to also give you a thought it can be through like a message like for example
[3332.90 -> 3336.90]  let's say what you've got your Bluetooth on I've got my Bluetooth on I can send
[3336.90 -> 3343.90]  something to from a distance right from a distance or I can hack your device I
[3343.90 -> 3348.98]  can hack your device and then I'm now I'm in your device the Shaitan can do
[3348.98 -> 3354.34]  that as well right so the Shaytan he has different ways or he can call from a
[3354.34 -> 3359.90]  distance just call from a distance right now the stronger a person is and the
[3359.90 -> 3363.46]  firmer a person the more firm a person is upon the Sunnah of the Rasulullah
[3363.46 -> 3370.30]  yes then the further the Shaytan is from a person yes so the Shaytan can
[3370.30 -> 3376.10]  know that you're thinking good thoughts right the more fortified the person is
[3376.10 -> 3379.70]  is, then the less the Shaitaan has access. But yes, there are
[3379.70 -> 3383.90]  people, the, you know, there are people who don't put up any
[3384.22 -> 3387.98]  fortification, no protection whatsoever. So Shaitaan is, is
[3387.98 -> 3391.54]  coursing through your is coursing through your veins. Yes.
[3391.86 -> 3395.74]  And can know what you're thinking and can counter that with
[3395.74 -> 3399.46]  his whispers with his evil whispers. Yes, and very cunningly
[3399.46 -> 3403.22]  as well. Sometimes if he can't approach you directly, it can be
[3403.22 -> 3408.56]  Indirectly, it can be through another person. Yes. So what can Shaytan do? Shaytan
[3409.22 -> 3416.46]  Is because he's not operating alone. The problem is we think I can do this alone. I can become I can become a
[3416.78 -> 3420.32]  friend of Allah alone, but Allah said to
[3423.30 -> 3427.42]  Seek out the company of those who remember their Lord day and night and
[3428.06 -> 3431.38]  Who want and the people who want Allah and want nothing else?
[3431.38 -> 3436.86]  So you need to be with them. Shaitan also has an army. He also has people with other Shayateen with him
[3437.02 -> 3445.18]  Okay, so you go to his wife and whisper this and then to the children and whisper that and then it's all
[3445.18 -> 3447.98]  It's a scheme, isn't it? There's a conspiracy and
[3448.54 -> 3452.02]  then they want them to say something and then prompt you and
[3453.26 -> 3455.06]  invite you to say
[3455.06 -> 3457.34]  you know to say something sinful and
[3458.10 -> 3460.32]  The word here crucially is invite
[3460.32 -> 3468.24]  you can't force yes so until the stage of compulsion which then a person the
[3468.24 -> 3473.52]  pen is lifted off them okay this is just an invitation so you receive an
[3473.52 -> 3479.88]  invitation how many invitations did you get on your on your gmail on old right
[3479.88 -> 3484.32]  a gmail right and whatever you know you'd get like what's it called social
[3484.32 -> 3489.60]  right on your gmail account social right so it won't come to your main inbox
[3489.92 -> 3491.64]  These are just
[3491.64 -> 3498.16]  These are just invites. I can ignore them or I can accept them. So they're just invitations
[3500.08 -> 3502.08]  Yes, sure
[3506.12 -> 3512.00]  Now from the question is is it sooner to fold the corner of a prayer mat when leaving get unattended
[3513.36 -> 3516.16]  No, this is a more a cultural practice
[3516.16 -> 3528.16]  While people intend well, to maintain the integrity and the sanctity of the Musalla and to say
[3528.16 -> 3533.68]  I don't want a shaytan to come and pray on it or something like that, this is not a practice of the Rasul Sallallahu Alaihi Wasallam.
[3533.68 -> 3544.80]  uh so uh he said that uh he wants there was a there was like a
[3544.80 -> 3550.56]  mischievous jinn so the rasul sallallahu alaihi wasallam he said if i wanted
[3550.56 -> 3558.00]  he said i i thought of restraining him and tying him up in the mosque
[3558.00 -> 3561.28]  for the kids to play with but i remembered the
[3561.28 -> 3565.76]  dua of my brother Sulaiman oh Allah grant me a kingdom
[3565.76 -> 3570.16]  cannot be given to anyone after me yes meaning the control over the jinn
[3570.16 -> 3572.88]  so the rasul sallallahu alaihi wa sallam our respect to Sayyidina Sulaiman
[3572.88 -> 3576.72]  alayhi wa sallam he didn't do that so it meant that a jinn or a
[3576.72 -> 3580.72]  mischievous jinn which is a shaitan could be in the mosque so
[3580.72 -> 3584.40]  the prayer man that's you know it's not it's not you know
[3584.40 -> 3591.04]  It's not beyond his means to sit on a prayer mat. Yes, but no, it's not a sunnah of the Rasul sallallahu
[3591.68 -> 3593.68]  wasallam
[3593.76 -> 3596.72]  There are many sunnah regarding the place that you pray in
[3597.68 -> 3599.68]  but yes, you know a person should
[3599.92 -> 3601.92]  try and maintain
[3602.24 -> 3604.24]  Salah in every place of the house
[3604.88 -> 3606.56]  Don't pick one place
[3606.56 -> 3614.08]  Only and pray there but pray everywhere in the house because what that does is every place that you pray witnesses on the day of judgment
[3614.08 -> 3622.96]  testifies all your servant prayed and worshiped you on no any other questions nothing from the
[3622.96 -> 3636.32]  sisters today yeah yeah physically well that that's something you know the people who are
[3636.32 -> 3642.08]  the people who are specialized in that that's not really an area of my of my specialization
[3642.08 -> 3649.08]  Insha'Allah you can ask them, you actually know a couple of those brothers, you can ask them insha'Allah.
[3649.08 -> 3651.08]  Anything?
[3651.08 -> 3656.08]  So Iqalas then will conclude there insha'Allah, with the Q&A.
[3656.08 -> 3664.08]  And invite our dear respected brother, Alhamdulillah, to lead the dhikr this evening, insha'Allah.
[3672.08 -> 3674.08]  Wow!
[3732.08 -> 3751.08]  So inshallah for those who are not familiar with the dhikr, it's a loud collective dhikr where you follow the individual leading and you can be loud because you have snooters so you will be louder than snooters.
[3751.08 -> 3763.08]  The purpose of the dhikr is to connect one's heart, mind and soul with Allah subhanahu wa ta'ala.
[3763.08 -> 3774.08]  Today it will be different in the sense that we will do a little bit more salawat.
[3774.08 -> 3780.08]  One can find themselves wandering in thoughts and lose concentration.
[3780.08 -> 3793.08]  And a way we can control that is to remind ourselves throughout the process of the vehicle is that Allah is with me, watching me and hearing me.
[3794.08 -> 3804.08]  Also to use one's imagination, we would know from the famous hadith, Jibril, when Jibril A.S. asked the message of Allah,
[3804.08 -> 3811.30]  of Allah told me of that example he said he said worship Allah as though you see
[3811.30 -> 3817.18]  him but even if you can't see him know that he sees you why would the
[3817.18 -> 3821.62]  Prophet say as though you see him we can't see Allah that's already a given
[3821.62 -> 3826.46]  fact so on one of the lessons among man's many lessons that we derived from
[3826.46 -> 3835.70]  this is to use our imagination this is about presence and one of the ways that
[3835.70 -> 3844.06]  we can render presence is by the use of imagination so one can use the
[3844.06 -> 3849.26]  imagination to imagine Allah's name above the gathering of themselves and
[3849.26 -> 3853.82]  from their blessed name light is striking their hearts cleansing us Allah's
[3853.82 -> 3859.66]  mercy shining upon us. It's raining outside as well, maybe the rain is commonly used as a motif
[3859.66 -> 3867.74]  for mercy and forgiveness. So use these, use these different tools. The lights will be turned off.
[3868.94 -> 3875.90]  I'm not sure if we should because Hamza is up and about. The lights will be turned off
[3876.78 -> 3883.26]  slightly. This is only to not distract ourselves. There's no other purpose for that.
[3883.26 -> 3885.26]  Shahbaz
[3913.26 -> 3925.26]  In the name of Allah, the Entirely Merciful, the Especially Merciful.
[3925.26 -> 3934.26]  All praise belongs to Allah, the Lord of all the worlds.
[3934.26 -> 3940.26]  The Entirely Merciful, the Especially Merciful.
[3940.26 -> 3952.26]  Maaliki Ya Ruddin Iyyaka na'budu wa Iyyaka na's-sa'eeen
[3952.26 -> 3958.26]  Ihdil as-sirat wa l-mustaqeem as-siratul ladeen
[3958.26 -> 3960.26]  Alhamdulillah
[4018.26 -> 4029.86]  La yukhirqun bi shay'in min ʿilm, illa bi mā shay'an.
[4029.86 -> 4035.06]  Wasi'a kursiyuhu s-samāwāti wa l-yawm,
[4035.06 -> 4045.06]  wa lā yukhruhu wa hikruhu mā gawwal ʿazim wa ʿawm.
[4045.06 -> 4050.02]  Bismillahi r-Rahmani r-Rahim
[4052.02 -> 4059.06]  Qul huwa Allahu w-Ahhad, Allahu s-salatu wa-s-salam
[4059.06 -> 4066.10]  Lam yalid wa-lam yoolad wa-lam yukullahu kufwa l-nahad
[4066.10 -> 4079.10]  Inna Allaha wa mulaikatuhu wa salluna ala anjumna ilayh
[4079.10 -> 4094.10]  Ya ayyuha alladhina amanu sallu sallu alayhi wa sallimu tasneeman
[4096.10 -> 4124.10]  Maulai as-salli wa as-sallimu naa iman wa abduhu
[4124.10 -> 4126.10]  I
[4146.46 -> 4148.46]  Be louder
[4154.10 -> 4164.10]  Al Fariha
[4164.10 -> 4170.10]  Al Fariha
[4170.10 -> 4178.10]  Al Fariha
[4178.10 -> 4185.10]  Maulana salli wa sallim, da'il an-nabiyyil an-nabiyyil an-nabiyyil an-nabiyyil an-nabiyyil
[4208.10 -> 4210.10]  Oh
[4238.10 -> 4250.86]  wa ala alayn wa al-fatiha wa al-fariha wa al-radu wa al-mahdi
[4250.86 -> 4259.78]  wa al-Habibul ladhi turja shafa'atuhu
[4259.78 -> 4267.94]  Likulli hawwal min al-mawwal muqatahi
[4267.94 -> 4274.38]  Mawla salli wa sallim
[4274.38 -> 4280.32]  Na'ina l-mabda
[4280.32 -> 4290.32]  ala habibika khayri l-khulqi kulli l-mina
[4290.32 -> 4302.32]  ala habibika khayri l-khulqi kulli l-mina
[4310.32 -> 4318.32]  Fa'alam anna wa ma'a ila
[4318.32 -> 4327.32]  wa ila Allah
[4327.32 -> 4335.32]  Muhammad Rasulullah
[4335.32 -> 4337.32]  Bismillahi r-Rahmani r-Rahim.
[4515.32 -> 4525.32]  Muhammadan SallAllahu Alaihi Wasallam
[4525.32 -> 4538.32]  SallAllahu Ala Muhammad SallAllahu Alaihi Wasallam
[4538.32 -> 4551.48]  SallAllahu ala Muhammad, SallAllahu alayhi wa sallam,
[4551.48 -> 4564.60]  SallAllahu ala Muhammad, Muhammad, Muhammad, Muhammad, Muhammad,
[4564.60 -> 4578.60]  Muhammad, Muhammad, Muhammad, Muhammad, Muhammad, Muhammad, Muhammad, Muhammad.
[4578.60 -> 4588.60]  Ya Nabi salamu alaykum.
[4588.60 -> 4604.60]  Ya Rasul salamu alaykum Ya Nabi salamu alaykum
[4604.60 -> 4617.60]  Ya Habib salamu alaykum Ya Nabi salamu alaykum
[4617.60 -> 4642.20]  Ya Rasul, salamu alaykum, ya Nabi, salamu alaykum, ya Habib, salawatun laahi alaykum,
[4642.20 -> 4665.88]  Salawatun la ilaha illa Billah, Salawatun la ilaha illa Billah.
[4665.88 -> 4673.04]  Astaghfirullah
[4679.44 -> 4689.16]  Alladhi la ilaha illa Hu
[4695.88 -> 4716.88]  Al hayyul qayyum wa atubu ilayh
[4716.88 -> 4723.88]  astaghfirullah
[4723.88 -> 4728.88]  astaghfirullah
[4728.88 -> 4737.88]  alladhi la ilaha illaahu
[4737.88 -> 4744.88]  alladhi la ilaha illaahu
[4744.88 -> 4752.88]  Al-Hayyul Qayru
[4754.88 -> 4760.88]  Wa atubu ilayh
[4760.88 -> 4762.88]  Alhamdulillah.
[4790.88 -> 4804.20]  alayna min faniyatil wada'i wajaban shukru alayna
[4804.20 -> 4815.56]  ma da'alil ya liya'i ayyuhal mab'usu fina
[4815.56 -> 4821.20]  jitta bil amr-il muqa'i
[4821.20 -> 4826.56]  jitta muraftal madina
[4826.56 -> 4832.44]  marhaban ya khairadani
[4832.44 -> 4837.96]  qala'il madhur alayna
[4837.96 -> 4843.44]  min thaniyatil wabaa'i
[4843.44 -> 4855.44]  wajaban shukru alayna ma da'a li-lahi da'i
[4855.44 -> 4868.14]  wa huwa l-ghafoor, wa l-wadud,
[4868.14 -> 4876.14]  Dhul arshin majeed,
[4876.14 -> 4884.14]  Dhul jalal wa l-iqdaad,
[4884.14 -> 4898.06]  Dhu l-jala wa l-mikram.
[4898.06 -> 4912.26]  Allahumma salli ala
[4912.26 -> 4922.26]  Sayyidina wa Mawlana Muhammad
[4922.26 -> 4934.26]  wa ala alihi wa ashabihi wa sallim
[4934.26 -> 4963.90]  Allahumma salli ala sayyidina wa maulana Muhammadin wa alayhi wa as-sahabihi
[4994.26 -> 5004.26]  Allahumma inna as-saluka khayra hadhi il-layla fattaha wa nasraha wa nuraha wa barakataha wa
[5004.26 -> 5008.26]  hudaha wa na'adulika min sharima fiyaha wa min sharima ba'daha.
[5008.26 -> 5009.26]  Allahumma amin.
[5009.26 -> 5010.26]  Ya Allah.
[5010.26 -> 5014.26]  Rabbana zalamna nufusana wa ilam tawfillana wa tarhamna lanakoonan min al-khasirin.
[5014.26 -> 5017.26]  Ya arham al rahim, ya arham al akramin.
[5017.26 -> 5018.26]  As-salu Allah al-azim.
[5018.26 -> 5019.26]  Ya Rabb al-Arsh al-Azim.
[5019.26 -> 5026.26]  Arsh Al-Azim, Ayyash Fiyahum Ya Arham Ar-Rahim, Ayyash Fiyahum Ya Arham Ar-Rahim, Ayyash Fiyahum
[5026.26 -> 5035.66]  Ya Arham Ar-Rahim, Ya Allah Ya Arham Ar-Rahim, Allah this blessed month allow us to attain
[5035.66 -> 5039.86]  your pleasure and your closeness to, the closeness to our beloved messenger ﷺ.
[5039.86 -> 5046.38]  Allah do not allow us to leave this month without attaining a level of closeness to
[5046.38 -> 5049.02]  of his sunnah and his way, his character.
[5049.02 -> 5049.86]  Yeah.
[5051.18 -> 5053.94]  Well, I enable us to embody him in every manner
[5053.94 -> 5056.34]  that is possible in this life,
[5056.34 -> 5057.90]  in this life before the hereafter.
[5057.90 -> 5059.58]  Yeah.
[5059.58 -> 5062.58]  Enable us, give us closeness to him
[5062.58 -> 5064.30]  and those whom he loved in this life
[5064.30 -> 5066.02]  before the hereafter.
[5066.02 -> 5071.02]  Give us his proximity in, in any way that is possible.
[5071.30 -> 5072.14]  Yeah.
[5072.14 -> 5078.38]  Allah bless the people who have gathered here today through wind and rain
[5078.38 -> 5082.14]  they have sacrificed and all those who have faced difficulty in coming Allah
[5082.14 -> 5086.82]  bless them as though they came. Allah anybody going through any
[5086.82 -> 5091.98]  difficulty with their families or themselves in any capacity Allah
[5091.98 -> 5097.14]  alleviate that difficulty Allah find a way for them to find a solution to
[5097.14 -> 5103.54]  whatever problems they are going through. Allah give us the tawfiq to persevere and
[5103.54 -> 5109.52]  pass any test that we may throw our way. So I promise that you do not bear assault
[5109.52 -> 5114.54]  more than I can bear. So whatever we are faced with we know that we are capable
[5114.54 -> 5118.74]  of facing Allah. Give us the tools and the tawfiq to please you ar-Rahman ar-Rahman
[5118.74 -> 5123.66]  and the blessed manna and reaction. Ya ar-Rahman ar-Rahim, may Allah bless our
[5123.66 -> 5129.34]  families our forefathers and foremothers those who have those who have passed to those who are living
[5130.30 -> 5136.22]  and those who will come after us from our progenies bring bring light and guidance
[5136.22 -> 5145.26]  for the rest of time Allah use us in in your path and use us in your way you do not abandon us
[5145.26 -> 5149.98]  when we forget and when we swear we are your faithful servants Allah bring us back to the
[5149.98 -> 5155.14]  the path of guidance and the footsteps of your beloved messengers of Allah. Allah
[5155.14 -> 5159.38]  blesses gathering, Allah blesses the volunteers who sacrificed their time, Allah
[5159.38 -> 5163.38]  blesses the participants who come without them, without their support this
[5163.38 -> 5167.82]  wouldn't be possible. Allah will allow us, allow this gathering and this message to
[5167.82 -> 5174.30]  reach others who haven't heard Allah may bless and benefit those who are
[5174.30 -> 5194.22]  suffering who are most in need and allow us to reach them we have a bit of time
[5194.22 -> 5199.48]  anybody who would like to know more about the path of purification sisters
[5199.48 -> 5204.52]  you can bring chairs here brothers you can bring chairs here we have shaykh
[5204.52 -> 5213.80]  Muhammad and shaykh Khairul can sit with you if are there anyone is anyone that
[5213.80 -> 5220.28]  requires one-to-one just put your hand up private consultation no no okay so
[5220.28 -> 5227.80]  that's it's just and okay then we'll break for Aisha and then I'll spread
[5227.80 -> 5236.32]  after Aisha. If anybody wants any introduction to the course,
[5236.44 -> 5241.12]  let us know. Just on announcement, Brother Metin has
[5241.12 -> 5245.64]  kindly compensated us with bakery, but he's the father of
[5245.64 -> 5249.16]  the little Hamza. So we encourage people to bring their
[5249.16 -> 5251.80]  children if they need to. Obviously, we have to be a bit
[5251.80 -> 5254.68]  patient, but we want to be a space where mothers and families
[5254.68 -> 5261.04]  and feel like they're welcome so he's brought bakery bread loaves and the
[5261.04 -> 5264.72]  cinnamon buns there's paper bags so please feel free to take it home and we
[5264.72 -> 5269.00]  don't want to keep anything behind inshallah
[5284.68 -> 5286.74]  you
[5314.68 -> 5316.68]  Thank you very much.
